Bedrooms,Bedrooms(category),Property Category,Price,Price(with currency),District,Scraped_At
2,2 bedrooms,"2bdrm Block of Flats in Citizen, Dawaki for rent",3700000,"₦ 3,700,000",Dawaki,2026-05-30 13:29:56
4,4 bedrooms,"4bdrm Duplex in Gwarimpa, Gwarinpa for rent",11000000,"₦ 11,000,000",Gwarinpa,2026-05-30 13:30:04
3,3 bedrooms,Furnished 3bdrm Apartment in Jabi By Lakeview for rent,68250000,"₦ 68,250,000",Jabi,2026-05-30 13:30:04
4,4 bedrooms,4bdrm Duplex in Main Wuye for rent,25000000,"₦ 25,000,000",Wuye,2026-05-30 13:30:04
4,4 bedrooms,"Furnished 4bdrm Duplex in Levi Estate, Galadimawa for rent",8000000,"₦ 8,000,000",Galadimawa,2026-05-30 13:30:04
2,2 bedrooms,Furnished 2bdrm Apartment in Maitama for rent,48000000,"₦ 48,000,000",Maitama,2026-05-30 13:30:04
5,5 bedrooms,5bdrm Duplex in Wuye for rent,30000000,"₦ 30,000,000",Wuye,2026-05-30 13:30:04
3,3 bedrooms,3bdrm Apartment in Maitama for rent,20000000,"₦ 20,000,000",Maitama,2026-05-30 13:30:04
3,3 bedrooms,3bdrm Apartment in Jahi for rent,9000000,"₦ 9,000,000",Jahi,2026-05-30 13:30:04
3,3 bedrooms,3bdrm Block of Flats in Durumi for rent,5000000,"₦ 5,000,000",Durumi,2026-05-30 13:30:04
4,4 bedrooms,4bdrm Duplex in Guzape District for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:30:04
3,3 bedrooms,3bdrm House in Wuse 2 for rent,20000000,"₦ 20,000,000",Wuse 2,2026-05-30 13:30:04
2,2 bedrooms,2bdrm Block of Flats in Dawaki for rent,3500000,"₦ 3,500,000",Dawaki,2026-05-30 13:30:04
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3000000,"₦ 3,000,000",Kubwa,2026-05-30 13:30:04
4,4 bedrooms,4bdrm Townhouse / Terrace in Mabushi for rent,15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:30:04
3,3 bedrooms,3bdrm Block of Flats in Main Jabi By Fcmb for rent,5500000,"₦ 5,500,000",Jabi,2026-05-30 13:30:04
3,3 bedrooms,3bdrm Apartment in Jahi Gilmore for rent,8500000,"₦ 8,500,000",Jahi,2026-05-30 13:30:04
3,3 bedrooms,"3bdrm Block of Flats in Extension 3, Kubwa for rent",4000000,"₦ 4,000,000",Kubwa,2026-05-30 13:30:04
4,4 bedrooms,4bdrm Townhouse / Terrace in Main Guzape for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:30:04
4,4 bedrooms,4bdrm Duplex in Jahi Gilmore Fct for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:30:04
4,4 bedrooms,4bdrm Duplex in Katampe for rent,20000000,"₦ 20,000,000",Katampe Extension,2026-05-30 13:30:04
5,5 bedrooms,"5bdrm Duplex in Gwarimpa Estate, Gwarinpa for rent",18000000,"₦ 18,000,000",Gwarinpa,2026-05-30 13:30:04
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,8500000,"₦ 8,500,000",Jahi,2026-05-30 13:30:04
3,3 bedrooms,3bdrm Block of Flats in Asokoro for rent,35000000,"₦ 35,000,000",Asokoro,2026-05-30 13:30:04
2,2 bedrooms,Furnished 2bdrm Apartment in Wuse 2 for rent,20000000,"₦ 20,000,000",Wuse 2,2026-05-30 13:30:04
5,5 bedrooms,5bdrm Duplex in Maitama for rent,60000000,"₦ 60,000,000",Maitama,2026-05-30 13:30:12
4,4 bedrooms,4bdrm Duplex in Guzape District for rent,12000000,"₦ 12,000,000",Guzape District,2026-05-30 13:30:12
4,4 bedrooms,4bdrm Duplex in Maitama for rent,77500000,"₦ 77,500,000",Maitama,2026-05-30 13:30:12
4,4 bedrooms,"Furnished 4bdrm Duplex in Levi Estate, Galadimawa for rent",8000000,"₦ 8,000,000",Galadimawa,2026-05-30 13:30:12
3,3 bedrooms,3bdrm Block of Flats in Durumi for rent,8000000,"₦ 8,000,000",Durumi,2026-05-30 13:30:12
3,3 bedrooms,"3bdrm Block of Flats in Dera Community, Dawaki for rent",5000000,"₦ 5,000,000",Dawaki,2026-05-30 13:30:12
3,3 bedrooms,"3bdrm Block of Flats in Fo1, Kubwa for rent",5000000,"₦ 5,000,000",Kubwa,2026-05-30 13:30:12
2,2 bedrooms,"2bdrm Block of Flats in News Engineering, Dawaki for rent",5000000,"₦ 5,000,000",Dawaki,2026-05-30 13:30:12
1,1 bedroom,Furnished 1bdrm Apartment in Katampe Main for rent,6000000,"₦ 6,000,000",Katampe (Main),2026-05-30 13:30:12
5,5 bedrooms,"Furnished 5bdrm Duplex in Trem Church, Life Camp for rent",15000000,"₦ 15,000,000",Life Camp,2026-05-30 13:30:12
2,2 bedrooms,"2bdrm Apartment in F14, Kubwa for rent",2500000,"₦ 2,500,000",Kubwa,2026-05-30 13:30:12
5,5 bedrooms,5bdrm Duplex in Guzape for rent,30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:30:12
3,3 bedrooms,"3bdrm Bungalow in Efab Queen Estate By, Gwarinpa for rent",9000000,"₦ 9,000,000",Gwarinpa,2026-05-30 13:30:12
4,4 bedrooms,"4bdrm Duplex in Mabeglober Estate, Gwarinpa for rent",13000000,"₦ 13,000,000",Gwarinpa,2026-05-30 13:30:12
3,3 bedrooms,Furnished 3bdrm Farm House in Naf Valley Asokoro for rent,20000000,"₦ 20,000,000",Asokoro,2026-05-30 13:30:12
10,10 bedrooms,10bdrm Duplex in Maitama District for rent,250000000,"₦ 250,000,000",Maitama,2026-05-30 13:30:12
3,3 bedrooms,"Furnished 3bdrm Duplex in Aso Villa, Asokoro for rent",50000000,"₦ 50,000,000",Asokoro,2026-05-30 13:30:12
2,2 bedrooms,2bdrm Apartment in Wuse 2 for rent,12500000,"₦ 12,500,000",Wuse 2,2026-05-30 13:30:12
4,4 bedrooms,4bdrm Duplex in Jahi for rent,20000000,"₦ 20,000,000",Jahi,2026-05-30 13:30:12
4,4 bedrooms,4bdrm Townhouse / Terrace in Mabushi for rent,15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:30:12
2,2 bedrooms,2bdrm Block of Flats in Kaura for rent,7500000,"₦ 7,500,000",Kaura,2026-05-30 13:30:12
3,3 bedrooms,3bdrm Bungalow in Life Camp for rent,6000000,"₦ 6,000,000",Life Camp,2026-05-30 13:30:12
4,4 bedrooms,4bdrm Duplex in Gaduwa for rent,10000000,"₦ 10,000,000",Gaduwa,2026-05-30 13:30:12
2,2 bedrooms,"2bdrm Block of Flats in Dera Estate, Dawaki for rent",4500000,"₦ 4,500,000",Dawaki,2026-05-30 13:30:12
4,4 bedrooms,4bdrm Duplex in Durumi for rent,12000000,"₦ 12,000,000",Durumi,2026-05-30 13:30:20
3,3 bedrooms,3bdrm Block of Flats in Maitama for rent,200000000,"₦ 200,000,000",Maitama,2026-05-30 13:30:20
6,6 bedrooms,6bdrm House in Life Camp for rent,25000000,"₦ 25,000,000",Life Camp,2026-05-30 13:30:20
3,3 bedrooms,3bdrm Apartment in Jabi for rent,12000000,"₦ 12,000,000",Jabi,2026-05-30 13:30:20
4,4 bedrooms,Furnished 4bdrm House in Jabi for rent,60000000,"₦ 60,000,000",Jabi,2026-05-30 13:30:20
5,5 bedrooms,Furnished 5bdrm Duplex in Main Idu for rent,15000000,"₦ 15,000,000",Idu Industrial,2026-05-30 13:30:20
2,2 bedrooms,"2bdrm Block of Flats in Dera Community, Dawaki for rent",4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:30:20
2,2 bedrooms,2bdrm Block of Flats in Kubwa for rent,3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:30:20
3,3 bedrooms,3bdrm Block of Flats in Dawaki for rent,5000000,"₦ 5,000,000",Dawaki,2026-05-30 13:30:20
2,2 bedrooms,"2bdrm Block of Flats in Paradise Estate, Life Camp for rent",6000000,"₦ 6,000,000",Life Camp,2026-05-30 13:30:20
3,3 bedrooms,3bdrm Apartment in Main Guzape for rent,8000000,"₦ 8,000,000",Guzape District,2026-05-30 13:30:20
5,5 bedrooms,"5bdrm Duplex in Jahi Gilmore,Fct for rent",17000000,"₦ 17,000,000",Jahi,2026-05-30 13:30:20
10,10 bedrooms,10bdrm Duplex in Wuye for rent,65000000,"₦ 65,000,000",Wuye,2026-05-30 13:30:20
6,6 bedrooms,"6bdrm Duplex in Asokoro District, Wuye for rent",60000000,"₦ 60,000,000",Wuye,2026-05-30 13:30:20
2,2 bedrooms,Furnished 2bdrm Bedsitter in Main Utako for rent,18000000,"₦ 18,000,000",Utako,2026-05-30 13:30:20
3,3 bedrooms,3bdrm Block of Flats in Guzape District for rent,17000000,"₦ 17,000,000",Guzape District,2026-05-30 13:30:20
4,4 bedrooms,4bdrm Duplex in Durumi for rent,12000000,"₦ 12,000,000",Durumi,2026-05-30 13:30:20
3,3 bedrooms,3bdrm Block of Flats in Guzape District for rent,12000000,"₦ 12,000,000",Guzape District,2026-05-30 13:30:20
5,5 bedrooms,5bdrm Duplex in Maitama for rent,60000000,"₦ 60,000,000",Maitama,2026-05-30 13:30:20
2,2 bedrooms,2bdrm Apartment in Wuse 2 for rent,12500000,"₦ 12,500,000",Wuse 2,2026-05-30 13:30:20
4,4 bedrooms,4bdrm Duplex in Jahi for rent,20000000,"₦ 20,000,000",Jahi,2026-05-30 13:30:20
2,2 bedrooms,Furnished 2bdrm Block of Flats in Katampe for rent,15000000,"₦ 15,000,000",Katampe Extension,2026-05-30 13:30:20
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:30:20
1,1 bedroom,1bdrm Block of Flats in Dawaki for rent,2800000,"₦ 2,800,000",Dawaki,2026-05-30 13:30:20
3,3 bedrooms,"3bdrm Block of Flats in Marigold Estate, Dawaki for rent",5000000,"₦ 5,000,000",Dawaki,2026-05-30 13:30:29
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:30:29
2,2 bedrooms,"2bdrm Block of Flats in Range View Estate, Dawaki for rent",5000000,"₦ 5,000,000",Dawaki,2026-05-30 13:30:29
1,1 bedroom,Furnished 1bdrm Apartment in Jahi for rent,1200000,"₦ 1,200,000",Jahi,2026-05-30 13:30:29
4,4 bedrooms,4bdrm Duplex in Kado Before Life for rent,20000000,"₦ 20,000,000",Kado,2026-05-30 13:30:29
5,5 bedrooms,5bdrm Duplex in Asokoro for rent,25000000,"₦ 25,000,000",Asokoro,2026-05-30 13:30:29
3,3 bedrooms,"3bdrm Townhouse / Terrace in Main Maita, Maitama for rent",20000000,"₦ 20,000,000",Maitama,2026-05-30 13:30:29
4,4 bedrooms,4bdrm Duplex in Jabi Main for rent,25000000,"₦ 25,000,000",Jabi,2026-05-30 13:30:29
3,3 bedrooms,3bdrm House in Wuse 2 for rent,20000000,"₦ 20,000,000",Wuse 2,2026-05-30 13:30:29
2,2 bedrooms,2bdrm Block of Flats in Durumi for rent,6000000,"₦ 6,000,000",Durumi,2026-05-30 13:30:29
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuse 2 for rent,35000000,"₦ 35,000,000",Wuse 2,2026-05-30 13:30:29
5,5 bedrooms,5bdrm Duplex in Wuse 2 for rent,25000000,"₦ 25,000,000",Wuse 2,2026-05-30 13:30:29
4,4 bedrooms,4bdrm Duplex in Durumi for rent,12000000,"₦ 12,000,000",Durumi,2026-05-30 13:30:29
3,3 bedrooms,3bdrm Block of Flats in Guzape District for rent,17000000,"₦ 17,000,000",Guzape District,2026-05-30 13:30:29
4,4 bedrooms,4bdrm Townhouse / Terrace in Katampe (Main) for rent,8500000,"₦ 8,500,000",Katampe (Main),2026-05-30 13:30:29
2,2 bedrooms,2bdrm Block of Flats in Dawaki for rent,3500000,"₦ 3,500,000",Dawaki,2026-05-30 13:30:29
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3000000,"₦ 3,000,000",Kubwa,2026-05-30 13:30:29
6,6 bedrooms,"6bdrm Duplex in Main Gusape, Guzape District for rent",60000000,"₦ 60,000,000",Guzape District,2026-05-30 13:30:29
3,3 bedrooms,Furnished 3bdrm Apartment in Jabi By Lakeview for rent,68250000,"₦ 68,250,000",Jabi,2026-05-30 13:30:29
2,2 bedrooms,2bdrm Apartment in Wuse2 for rent,25000000,"₦ 25,000,000",Wuse 2,2026-05-30 13:30:29
4,4 bedrooms,4bdrm Duplex in Durumi for rent,12000000,"₦ 12,000,000",Durumi,2026-05-30 13:30:29
3,3 bedrooms,3bdrm Block of Flats in Maitama for rent,200000000,"₦ 200,000,000",Maitama,2026-05-30 13:30:29
6,6 bedrooms,6bdrm House in Life Camp for rent,25000000,"₦ 25,000,000",Life Camp,2026-05-30 13:30:29
3,3 bedrooms,3bdrm Block of Flats in Guzape District for rent,12000000,"₦ 12,000,000",Guzape District,2026-05-30 13:30:29
5,5 bedrooms,"5bdrm Duplex in Harmony Estate, Gwarinpa for rent",12000000,"₦ 12,000,000",Gwarinpa,2026-05-30 13:30:38
1,1 bedroom,Studio Apartment in Mabushi for rent,3500000,"₦ 3,500,000",Mabushi,2026-05-30 13:30:38
3,3 bedrooms,Furnished 3bdrm Duplex in Jabi District for rent,18000000,"₦ 18,000,000",Jabi,2026-05-30 13:30:38
1,1 bedroom,Studio Apartment in Utako for rent,2000000,"₦ 2,000,000",Utako,2026-05-30 13:30:38
2,2 bedrooms,2bdrm Apartment in Lifecamp for rent,5000000,"₦ 5,000,000",Life Camp,2026-05-30 13:30:38
2,2 bedrooms,2bdrm Block of Flats in Jabi for rent,60000000,"₦ 60,000,000",Jabi,2026-05-30 13:30:38
3,3 bedrooms,3bdrm Block of Flats in Guzape District for rent,100000000,"₦ 100,000,000",Guzape District,2026-05-30 13:30:38
3,3 bedrooms,3bdrm Block of Flats in Durumi for rent,8000000,"₦ 8,000,000",Durumi,2026-05-30 13:30:38
3,3 bedrooms,Furnished 3bdrm Apartment in Maitama for rent,45500000,"₦ 45,500,000",Maitama,2026-05-30 13:30:38
4,4 bedrooms,4bdrm Townhouse / Terrace in Katampe Extension for rent,10000000,"₦ 10,000,000",Katampe Extension,2026-05-30 13:30:38
6,6 bedrooms,6bdrm Duplex in Asokoro for rent,75000000,"₦ 75,000,000",Asokoro,2026-05-30 13:30:38
2,2 bedrooms,"2bdrm Block of Flats in Castle View Estate, Dawaki for rent",4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:30:38
3,3 bedrooms,3bdrm Duplex in Zone B for rent,10000000,"₦ 10,000,000",Zone B,2026-05-30 13:30:38
2,2 bedrooms,2bdrm Block of Flats in Dawaki for rent,3500000,"₦ 3,500,000",Dawaki,2026-05-30 13:30:38
4,4 bedrooms,4bdrm Townhouse / Terrace in Katampe Main for rent,14000000,"₦ 14,000,000",Katampe,2026-05-30 13:30:38
5,5 bedrooms,5bdrm Duplex in Kado By Lake View for rent,20000000,"₦ 20,000,000",Kado,2026-05-30 13:30:38
4,4 bedrooms,"4bdrm Duplex in Life Camp Closed To, Jabi for rent",22000000,"₦ 22,000,000",Jabi,2026-05-30 13:30:38
3,3 bedrooms,3bdrm Apartment in Guzape District for rent,10000000,"₦ 10,000,000",Guzape District,2026-05-30 13:30:38
3,3 bedrooms,3bdrm Farm House in Life Camp After for rent,10000000,"₦ 10,000,000",Life Camp,2026-05-30 13:30:38
1,1 bedroom,1bdrm Apartment in Life Camp for rent,10500000,"₦ 10,500,000",Life Camp,2026-05-30 13:30:38
5,5 bedrooms,"5bdrm Townhouse / Terrace in Main Wuye, Utako for rent",30000000,"₦ 30,000,000",Utako,2026-05-30 13:30:38
2,2 bedrooms,2bdrm Apartment in Mabushi Close To for rent,120000000,"₦ 120,000,000",Mabushi,2026-05-30 13:30:38
12,12 bedrooms,12bdrm Duplex in Main Asokoro for rent,60000000,"₦ 60,000,000",Asokoro,2026-05-30 13:30:38
4,4 bedrooms,4bdrm Townhouse / Terrace in Main Wuye for rent,120000000,"₦ 120,000,000",Wuye,2026-05-30 13:30:38
1,1 bedroom,Furnished 1bdrm Apartment in Maitama Main for rent,15000000,"₦ 15,000,000",Maitama,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Apartment in Garki Area 11 for rent,36000000,"₦ 36,000,000",Area 11,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Apartment in Wuye District for rent,20000000,"₦ 20,000,000",Wuye,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Apartment in Luxiar Apartments for rent,5000000,"₦ 5,000,000",Life Camp,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Apartment in Maitama District for rent,30000000,"₦ 30,000,000",Maitama,2026-05-30 13:30:45
2,2 bedrooms,"2bdrm Apartment in Dakibiu Wuye, Dakibiyu for rent",6500000,"₦ 6,500,000",Dakibiyu,2026-05-30 13:30:45
2,2 bedrooms,Furnished 2bdrm Bungalow in Main Maitama for rent,22000000,"₦ 22,000,000",Maitama,2026-05-30 13:30:45
3,3 bedrooms,"Furnished 3bdrm Apartment in Main Gusape, Guzape District for rent",30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:30:45
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuye Main for rent,25000000,"₦ 25,000,000",Wuye,2026-05-30 13:30:45
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuse 2 for rent,390000000,"₦ 390,000,000",Wuse 2,2026-05-30 13:30:45
6,6 bedrooms,6bdrm Duplex in Utako for rent,40000000,"₦ 40,000,000",Utako,2026-05-30 13:30:45
3,3 bedrooms,Furnished 3bdrm Duplex in Maitama District for rent,112000000,"₦ 112,000,000",Maitama,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Apartment in Katampe Main for rent,8500000,"₦ 8,500,000",Katampe (Main),2026-05-30 13:30:45
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuye for rent,15000000,"₦ 15,000,000",Wuye,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Apartment in Life Camp By Air for rent,8000000,"₦ 8,000,000",Life Camp,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Apartment in Maitama District for rent,180000000,"₦ 180,000,000",Maitama,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Apartment in Dawaki for rent,6000000,"₦ 6,000,000",Dawaki,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Apartment in Utako District for rent,8500000,"₦ 8,500,000",Utako,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Apartment in Wuye District for rent,10000000,"₦ 10,000,000",Wuye,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Townhouse / Terrace in Main Jabi for rent,22000000,"₦ 22,000,000",Jabi,2026-05-30 13:30:45
4,4 bedrooms,4bdrm Duplex in Jabi Life Camp for rent,15000000,"₦ 15,000,000",Life Camp,2026-05-30 13:30:45
2,2 bedrooms,2bdrm Bungalow in Maitama for rent,15000000,"₦ 15,000,000",Maitama,2026-05-30 13:30:45
2,2 bedrooms,Furnished 2bdrm Apartment in Main Jabi for rent,22000000,"₦ 22,000,000",Jabi,2026-05-30 13:30:45
2,2 bedrooms,Furnished 2bdrm Apartment in Wuse 2 for rent,27000000,"₦ 27,000,000",Wuse 2,2026-05-30 13:30:45
3,3 bedrooms,3bdrm Apartment in Utako District for rent,8500000,"₦ 8,500,000",Utako,2026-05-30 13:30:54
3,3 bedrooms,3bdrm Apartment in Wuye District for rent,10000000,"₦ 10,000,000",Wuye,2026-05-30 13:30:54
3,3 bedrooms,3bdrm Townhouse / Terrace in Main Jabi for rent,22000000,"₦ 22,000,000",Jabi,2026-05-30 13:30:54
3,3 bedrooms,3bdrm Duplex in Jabi for rent,15000000,"₦ 15,000,000",Jabi,2026-05-30 13:30:54
4,4 bedrooms,4bdrm Duplex in Jabi Life Camp for rent,15000000,"₦ 15,000,000",Life Camp,2026-05-30 13:30:54
2,2 bedrooms,Furnished 2bdrm Apartment in Main Jabi for rent,22000000,"₦ 22,000,000",Jabi,2026-05-30 13:30:54
2,2 bedrooms,2bdrm Bungalow in Maitama for rent,15000000,"₦ 15,000,000",Maitama,2026-05-30 13:30:54
2,2 bedrooms,2bdrm Apartment in Main Maitama for rent,25000000,"₦ 25,000,000",Maitama,2026-05-30 13:30:54
2,2 bedrooms,Furnished 2bdrm Apartment in Wuse 2 for rent,27000000,"₦ 27,000,000",Wuse 2,2026-05-30 13:30:54
5,5 bedrooms,5bdrm Duplex in Maitama District for rent,140000000,"₦ 140,000,000",Maitama,2026-05-30 13:30:54
4,4 bedrooms,4bdrm Townhouse / Terrace in Main Jabi for rent,22000000,"₦ 22,000,000",Jabi,2026-05-30 13:30:54
2,2 bedrooms,2bdrm Apartment in Jahi Gimoh for rent,8000000,"₦ 8,000,000",Jahi,2026-05-30 13:30:54
2,2 bedrooms,"Furnished 2bdrm Apartment in Diplomatic Zone, Katampe Extension",30000000,"₦ 30,000,000",Katampe Extension,2026-05-30 13:30:54
2,2 bedrooms,Furnished 2bdrm Apartment in Jabi for rent,160000000,"₦ 160,000,000",Jabi,2026-05-30 13:30:54
3,3 bedrooms,3bdrm Apartment in Main Wuye for rent,13000000,"₦ 13,000,000",Wuye,2026-05-30 13:30:54
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuye District for rent,25000000,"₦ 25,000,000",Wuye,2026-05-30 13:30:54
3,3 bedrooms,3bdrm Townhouse / Terrace in Wuye District for rent,15000000,"₦ 15,000,000",Wuye,2026-05-30 13:30:54
3,3 bedrooms,3bdrm Apartment in Wuye District for rent,10000000,"₦ 10,000,000",Wuye,2026-05-30 13:30:54
3,3 bedrooms,3bdrm Apartment in Main  Wuye for rent,10000000,"₦ 10,000,000",Wuye,2026-05-30 13:30:54
4,4 bedrooms,4bdrm Duplex in Life Camp for rent,15000000,"₦ 15,000,000",Life Camp,2026-05-30 13:30:54
3,3 bedrooms,3bdrm Apartment in Main Jahi for rent,72000000,"₦ 72,000,000",Jahi,2026-05-30 13:30:54
1,1 bedroom,Furnished 1bdrm Apartment in Wuse 2 for rent,18000000,"₦ 18,000,000",Wuse 2,2026-05-30 13:30:54
4,4 bedrooms,4bdrm Bedsitter in Jabi District for rent,180000000,"₦ 180,000,000",Jabi,2026-05-30 13:30:54
3,3 bedrooms,3bdrm Apartment in Maitama District for rent,180000000,"₦ 180,000,000",Maitama,2026-05-30 13:30:54
3,3 bedrooms,3bdrm House in Gudu for rent,65000000,"₦ 65,000,000",Gudu,2026-05-30 13:31:02
4,4 bedrooms,"4bdrm Duplex in Gwarimpa Estate Fct, Gwarinpa for rent",17000000,"₦ 17,000,000",Gwarinpa,2026-05-30 13:31:02
1,1 bedroom,"1bdrm Block of Flats in Crown Community, Dawaki for rent",3500000,"₦ 3,500,000",Dawaki,2026-05-30 13:31:02
3,3 bedrooms,3bdrm Block of Flats in Palm Estate Dawaki for rent,5000000,"₦ 5,000,000",Dawaki,2026-05-30 13:31:02
1,1 bedroom,"1bdrm Block of Flats in Citizen, Dawaki for rent",2500000,"₦ 2,500,000",Dawaki,2026-05-30 13:31:02
1,1 bedroom,"Furnished Studio Apartment in F01, Kubwa for rent",1200000,"₦ 1,200,000",Kubwa,2026-05-30 13:31:02
3,3 bedrooms,3bdrm Bungalow in Lugbe District for rent,3300000,"₦ 3,300,000",Lugbe District,2026-05-30 13:31:02
4,4 bedrooms,"Furnished 4bdrm Duplex in F01, Kubwa for rent",7500000,"₦ 7,500,000",Kubwa,2026-05-30 13:31:02
1,1 bedroom,"Furnished Studio Apartment in Freedom Avenue, Dutse-Alhaji for rent",600000,"₦ 600,000",Dutse-Alhaji,2026-05-30 13:31:02
4,4 bedrooms,4bdrm Bedsitter in Jabi District for rent,180000000,"₦ 180,000,000",Jabi,2026-05-30 13:31:02
4,4 bedrooms,4bdrm Duplex in Katampe Extension By for rent,20000000,"₦ 20,000,000",Katampe Extension,2026-05-30 13:31:02
5,5 bedrooms,5bdrm Duplex in Mabushi Close To for rent,200000000,"₦ 200,000,000",Mabushi,2026-05-30 13:31:02
3,3 bedrooms,3bdrm Duplex in Apo Resettlement for rent,10000000,"₦ 10,000,000",Apo Resettlement,2026-05-30 13:31:02
3,3 bedrooms,Furnished 3bdrm Apartment in Katampe Extension for rent,9000000,"₦ 9,000,000",Katampe Extension,2026-05-30 13:31:02
3,3 bedrooms,3bdrm Block of Flats in Area 1 for rent,8000000,"₦ 8,000,000",Area 1,2026-05-30 13:31:02
3,3 bedrooms,3bdrm Block of Flats in Asokoro for rent,35000000,"₦ 35,000,000",Asokoro,2026-05-30 13:31:02
3,3 bedrooms,3bdrm Apartment in Maitama District for rent,180000000,"₦ 180,000,000",Maitama,2026-05-30 13:31:02
5,5 bedrooms,5bdrm Duplex in Katampe Main for rent,25000000,"₦ 25,000,000",Katampe (Main),2026-05-30 13:31:02
3,3 bedrooms,3bdrm Block of Flats in Guzape for rent,10000000,"₦ 10,000,000",Guzape District,2026-05-30 13:31:02
2,2 bedrooms,Furnished 2bdrm Apartment in Asokoro for rent,26000000,"₦ 26,000,000",Asokoro,2026-05-30 13:31:02
5,5 bedrooms,5bdrm Duplex in Wuye for rent,30000000,"₦ 30,000,000",Wuye,2026-05-30 13:31:02
2,2 bedrooms,"2bdrm Block of Flats in Paradise Estate, Life Camp for rent",6000000,"₦ 6,000,000",Life Camp,2026-05-30 13:31:02
3,3 bedrooms,3bdrm Apartment in Main Guzape for rent,8000000,"₦ 8,000,000",Guzape District,2026-05-30 13:31:02
2,2 bedrooms,"2bdrm Apartment in Diplomatic Zone, Katampe Extension for rent",11000000,"₦ 11,000,000",Katampe Extension,2026-05-30 13:31:02
3,3 bedrooms,3bdrm Duplex in Life Camp for rent,10000000,"₦ 10,000,000",Life Camp,2026-05-30 13:31:09
4,4 bedrooms,4bdrm Townhouse / Terrace in Mabushi for rent,15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:31:09
1,1 bedroom,"Furnished 1bdrm Apartment in Legislative Quarters, Zone B for rent",1950000,"₦ 1,950,000",Zone B,2026-05-30 13:31:09
4,4 bedrooms,Furnished 4bdrm Duplex in Lugbe District for rent,8000000,"₦ 8,000,000",Lugbe District,2026-05-30 13:31:09
3,3 bedrooms,"3bdrm Bungalow in Von, Lugbe District for rent",6000000,"₦ 6,000,000",Lugbe District,2026-05-30 13:31:09
3,3 bedrooms,Furnished 3bdrm Block of Flats in Jahi for rent,20000000,"₦ 20,000,000",Jahi,2026-05-30 13:31:09
4,4 bedrooms,Furnished 4bdrm Townhouse / Terrace in Idu Industrial for rent,15000000,"₦ 15,000,000",Idu Industrial,2026-05-30 13:31:09
4,4 bedrooms,4bdrm Duplex in Galadimawa for rent,10000000,"₦ 10,000,000",Galadimawa,2026-05-30 13:31:09
1,1 bedroom,"Furnished Studio Apartment in Rock Garden City, Phase 2 / Jikwoyi",1800000,"₦ 1,800,000",Phase 2 / Jikwoyi,2026-05-30 13:31:09
6,6 bedrooms,6bdrm Duplex in Katampe Property for rent,25000000,"₦ 25,000,000",Katampe Extension,2026-05-30 13:31:09
6,6 bedrooms,"Furnished 6bdrm Duplex in Jessy Street, Wuye for rent",25000000,"₦ 25,000,000",Wuye,2026-05-30 13:31:09
3,3 bedrooms,3bdrm Apartment in Jahi Gilmore for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:31:09
5,5 bedrooms,5bdrm Duplex in Maitama for rent,44999999,"₦ 44,999,999",Maitama,2026-05-30 13:31:09
3,3 bedrooms,"Furnished 3bdrm Block of Flats in Gilmo, Jahi for rent",10000000,"₦ 10,000,000",Jahi,2026-05-30 13:31:09
