District,Bedrooms,Price (Per Annum),Property Category,Property Type,Location,Scraped_At,Source
Mabushi,4,15000000.0,Duplex,Terraced Duplex,Mabushi Abuja,2026-06-01 11:41:11,PropertyPro
Karsana,3,8500000.0,Bungalow,Detached Bungalow,Karsana Abuja,2026-06-01 11:41:11,PropertyPro
Galadimawa,1,2500000.0,Apartment,Apartment,Near Lavista Court Estate Galadimawa Abuja,2026-06-01 11:41:11,PropertyPro
Kubwa,2,3500000.0,Apartment,Apartment,Fo1 Kubwa Abuja,2026-06-01 11:41:11,PropertyPro
Life Camp,4,7000000.0,Duplex,Terraced Duplex,Life Camp Abuja,2026-06-01 11:41:11,PropertyPro
Kubwa,4,6500000.0,Duplex,Semi-Detached Duplex,"Fo1, Kubwa Abuja",2026-06-01 11:41:11,PropertyPro
Kubwa,4,10000000.0,Duplex,Detached Duplex,"Fo1, Kubwa Abuja",2026-06-01 11:41:11,PropertyPro
Kubwa,2,4000000.0,Apartment,Apartment,"Fo1, Kubwa Abuja",2026-06-01 11:41:11,PropertyPro
Lugbe,3,3000000.0,Duplex,Terraced Duplex,Lugbe Lugbe Abuja,2026-06-01 11:41:11,PropertyPro
Apo,4,15000000.0,Duplex,Semi-Detached Duplex,Apo Abuja,2026-06-01 11:41:11,PropertyPro
Wuse,4,20000000.0,Duplex,Terraced Duplex,Wuse 2 Abuja,2026-06-01 11:41:11,PropertyPro
Kubwa,4,15000000.0,Duplex,Detached Duplex,Fo1 Kubwa Abuja,2026-06-01 11:41:11,PropertyPro
Wuse,5,25000000.0,Duplex,Terraced Duplex,"Wuse Zones, Wuse 1 Abuja",2026-06-01 11:41:11,PropertyPro
Kubwa,2,3000000.0,Apartment,Apartment,"Fo1, Kubwa Abuja",2026-06-01 11:41:11,PropertyPro
Maitama,4,50000000.0,Duplex,Detached Duplex,Maitama Abuja,2026-06-01 11:41:11,PropertyPro
Wuye,4,20000000.0,Duplex,Terraced Duplex,Wuye Abuja,2026-06-01 11:41:11,PropertyPro
Life Camp,4,15000000.0,Duplex,Semi-Detached Duplex,Life Camp Abuja,2026-06-01 11:41:11,PropertyPro
Kubwa,4,6500000.0,Duplex,Semi-Detached Duplex,"Fo1, Kubwa Abuja",2026-06-01 11:41:11,PropertyPro
Guzape,4,30000000.0,Duplex,Detached Duplex,Guzape Abuja,2026-06-01 11:41:20,PropertyPro
Guzape,4,12000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:41:20,PropertyPro
Wuse,4,20000000.0,Duplex,Semi-Detached Duplex,Wuse 1 Abuja,2026-06-01 11:41:20,PropertyPro
Galadimawa,4,10000000.0,Apartment,Apartment,Galadimawa Abuja,2026-06-01 11:41:20,PropertyPro
Wuse,4,30000000.0,Duplex,Semi-Detached Duplex,Wuse 2 Abuja,2026-06-01 11:41:20,PropertyPro
Katampe,3,11000000.0,Apartment,Apartment,Katampe Main Abuja,2026-06-01 11:41:20,PropertyPro
Jahi,4,13000000.0,Duplex,Detached Duplex,Aduvie International Jahi Abuja,2026-06-01 11:41:20,PropertyPro
Kubwa,4,15000000.0,Duplex,Detached Duplex,"Fo1, Kubwa Abuja",2026-06-01 11:41:20,PropertyPro
Guzape,3,8000000.0,Apartment,Apartment,Guzape Abuja,2026-06-01 11:41:20,PropertyPro
Lokogoma,2,3500000.0,Apartment,Apartment,Pengasson Estate Lokogoma Abuja,2026-06-01 11:41:20,PropertyPro
Jabi,4,25000000.0,Duplex,Semi-Detached Duplex,Jabi Abuja,2026-06-01 11:41:20,PropertyPro
Guzape,3,10000000.0,Apartment,Apartment,Guzape Guzape Abuja,2026-06-01 11:41:20,PropertyPro
Guzape,4,18000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:41:20,PropertyPro
Kubwa,1,2500000.0,Apartment,Apartment,Fo1 Kubwa Abuja,2026-06-01 11:41:20,PropertyPro
Jahi,3,8000000.0,Apartment,Apartment,Jahi Abuja,2026-06-01 11:41:20,PropertyPro
Guzape,4,30000000.0,Duplex,Detached Duplex,Guzape Abuja,2026-06-01 11:41:29,PropertyPro
Kubwa,2,4500000.0,Apartment,Apartment,Fo1 Kubwa Abuja,2026-06-01 11:41:29,PropertyPro
Guzape,5,17000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:41:29,PropertyPro
Apo,3,7000000.0,Duplex,Terraced Duplex,Wumba Axis Apo Abuja,2026-06-01 11:41:29,PropertyPro
Galadimawa,1,1500000.0,Apartment,Self Contain,Near Lavista Court Estate Galadimawa Abuja,2026-06-01 11:41:29,PropertyPro
Lokogoma,1,1500000.0,Apartment,Apartment,Lokogoma Abuja,2026-06-01 11:41:29,PropertyPro
Jahi,4,16000000.0,Duplex,Terraced Duplex,Jahi Abuja,2026-06-01 11:41:29,PropertyPro
Wuye,4,15000000.0,Duplex,Terraced Duplex,Wuye Abuja,2026-06-01 11:41:29,PropertyPro
Kubwa,2,3000000.0,Apartment,Apartment,Kubwa Abuja,2026-06-01 11:41:29,PropertyPro
Kubwa,2,2500000.0,Apartment,Apartment,"Fcda, Kubwa Abuja",2026-06-01 11:41:29,PropertyPro
Guzape,4,15000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:41:29,PropertyPro
Jahi,1,2000000.0,Apartment,Self Contain,Ben Ayade Cresent Jahi Jahi Abuja,2026-06-01 11:41:29,PropertyPro
Kubwa,2,4000000.0,Apartment,Apartment,Fo1 Kubwa Abuja,2026-06-01 11:41:29,PropertyPro
Life Camp,4,25000000.0,Duplex,Semi-Detached Duplex,Life Camp Abuja,2026-06-01 11:41:29,PropertyPro
Kubwa,2,3300000.0,Apartment,Apartment,Fo1 Kubwa Abuja,2026-06-01 11:41:29,PropertyPro
Jahi,4,12000000.0,Duplex,Terraced Duplex,"Gilmore, Jahi Abuja",2026-06-01 11:41:29,PropertyPro
Katampe,1,10000000.0,Apartment,Apartment,Katampe Extension Katampe Abuja,2026-06-01 11:41:29,PropertyPro
Lokogoma,1,700000.0,Apartment,Self Contain,Dogongada Behind Efab Estate Lokogoma Abuja,2026-06-01 11:41:29,PropertyPro
Guzape,4,30000000.0,Duplex,Detached Duplex,Guzape Abuja,2026-06-01 11:41:36,PropertyPro
Katampe,4,18000000.0,Duplex,Terraced Duplex,Katampe Main Abuja,2026-06-01 11:41:36,PropertyPro
Kaura,4,8000000.0,Duplex,Detached Duplex,Shelter Estate Kaura (games Village) Abuja,2026-06-01 11:41:36,PropertyPro
Kubwa,2,4000000.0,Apartment,Apartment,"Fo1, Kubwa Abuja",2026-06-01 11:41:36,PropertyPro
Maitama,4,50000000.0,Duplex,Terraced Duplex,Maitama Abuja,2026-06-01 11:41:36,PropertyPro
Gwarinpa,3,8000000.0,Apartment,Apartment,Gwarinpa Abuja,2026-06-01 11:41:36,PropertyPro
Wuye,4,15000000.0,Duplex,Terraced Duplex,Wuye Abuja,2026-06-01 11:41:36,PropertyPro
Wuye,4,20000000.0,Duplex,Terraced Duplex,Wuye Abuja,2026-06-01 11:41:36,PropertyPro
Guzape,4,12000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:41:36,PropertyPro
Guzape,4,15000000.0,Duplex,Detached Duplex,Guzape Abuja,2026-06-01 11:41:36,PropertyPro
Maitama,4,50000000.0,Duplex,Terraced Duplex,Maitama Abuja,2026-06-01 11:41:36,PropertyPro
Jahi,4,15000000.0,Duplex,Terraced Duplex,Gilmore Jahi Abuja,2026-06-01 11:41:36,PropertyPro
Jahi,4,15000000.0,Duplex,Terraced Duplex,Jahi Abuja,2026-06-01 11:41:36,PropertyPro
Guzape,4,12000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:41:36,PropertyPro
Jabi,4,55000000.0,Duplex,Terraced Duplex,Jabi Abuja,2026-06-01 11:41:36,PropertyPro
Garki,2,4500000.0,Apartment,Apartment,Garki 1 Abuja,2026-06-01 11:41:36,PropertyPro
Apo,4,8500000.0,Duplex,Detached Duplex,Near Cedar Crest Hospital Apo Dutse Abuja,2026-06-01 11:41:36,PropertyPro
Galadimawa,3,5000000.0,Bungalow,Detached Bungalow,Near Shafa Filling Station Galadimawa Abuja,2026-06-01 11:41:36,PropertyPro
Kubwa,2,3500000.0,Apartment,Apartment,Fo1 Kubwa Abuja,2026-06-01 11:41:36,PropertyPro
Katampe,4,19000000.0,Duplex,Detached Duplex,Katampe Abuja,2026-06-01 11:41:36,PropertyPro
Guzape,4,30000000.0,Duplex,Detached Duplex,Guzape Abuja,2026-06-01 11:41:45,PropertyPro
Katampe,4,19000000.0,Duplex,Detached Duplex,Katampe Abuja,2026-06-01 11:41:45,PropertyPro
Lokogoma,1,500000.0,Apartment,Self Contain,Behind Efab Estate Lokogoma Abuja,2026-06-01 11:41:45,PropertyPro
Kubwa,2,3500000.0,Apartment,Apartment,"Fo1, Kubwa Abuja",2026-06-01 11:41:45,PropertyPro
Kabusa,1,1000000.0,Apartment,Self Contain,Jubilation Estate By Kabusa Garden Estate Dakwo Abuja,2026-06-01 11:41:45,PropertyPro
Kubwa,2,4500000.0,Apartment,Apartment,Fo1 Kubwa Abuja,2026-06-01 11:41:45,PropertyPro
Lokogoma,2,5000000.0,Bungalow,Detached Bungalow,Near Peace Court Estate Lokogoma Abuja,2026-06-01 11:41:45,PropertyPro
Idu,4,8000000.0,Duplex,Detached Duplex,Nyzamiye Hospital Idu Abuja,2026-06-01 11:41:45,PropertyPro
Jahi,4,13000000.0,Duplex,Terraced Duplex,By Gilmore Jahi Abuja,2026-06-01 11:41:45,PropertyPro
Life Camp,1,7000000.0,Apartment,Apartment,Behind Paradise Estate Life Camp Abuja,2026-06-01 11:41:45,PropertyPro
Maitama,3,61669350.0,Apartment,Apartment,Maitama Behind Fruit Market Maitama Abuja,2026-06-01 11:41:45,PropertyPro
Jahi,4,18000000.0,Duplex,Terraced Duplex,Jahi By Aduvie Jahi Abuja,2026-06-01 11:41:45,PropertyPro
Maitama,2,47965050.0,Apartment,Apartment,Maitama By Fruit Market Maitama Abuja,2026-06-01 11:41:45,PropertyPro
Maitama,3,61669350.0,Apartment,Apartment,Maitama By Fruit Market Maitama Abuja,2026-06-01 11:41:45,PropertyPro
Wuse,6,45000000.0,Duplex,Detached Duplex,Wuse 2 Abuja,2026-06-01 11:41:45,PropertyPro
Life Camp,4,15000000.0,Duplex,Terraced Duplex,"Lifecamp District, Life Camp Abuja",2026-06-01 11:41:45,PropertyPro
Garki,3,8000000.0,Apartment,Apartment,By Zoological Garden Area 1 Garki 1 Abuja,2026-06-01 11:41:45,PropertyPro
Maitama,3,61669350.0,Apartment,Apartment,Maitama By Fruit Market Maitama Abuja,2026-06-01 11:41:53,PropertyPro
Gwarinpa,4,15000000.0,Duplex,Semi-Detached Duplex,Gwarinpa District Abuja ( Video Is Attached) Gwarinpa Abuja,2026-06-01 11:41:53,PropertyPro
Guzape,4,15000000.0,Duplex,Terraced Duplex,Guzape District Abuja ( Video Is Available) Guzape Abuja,2026-06-01 11:41:53,PropertyPro
Maitama,4,50000000.0,Duplex,Terraced Duplex,Maitama Abuja,2026-06-01 11:41:53,PropertyPro
Wuye,4,10000000.0,Apartment,Apartment,Wuye Wuye Abuja,2026-06-01 11:41:53,PropertyPro
Guzape,4,12000000.0,Apartment,Apartment,Guzape Guzape Abuja,2026-06-01 11:41:53,PropertyPro
Gwarinpa,1,2000000.0,Apartment,Self Contain,Gwarinpa Gwarinpa Abuja,2026-06-01 11:41:53,PropertyPro
Guzape,4,15000000.0,Duplex,Terraced Duplex,Guzape Guzape Abuja,2026-06-01 11:41:53,PropertyPro
Guzape,4,15000000.0,Duplex,Terraced Duplex,Guzape Guzape Abuja,2026-06-01 11:41:53,PropertyPro
Life Camp,4,15000000.0,Duplex,Terraced Duplex,"Lifecamp, Abuja Life Camp Abuja",2026-06-01 11:41:53,PropertyPro
Wuse,1,2000000.0,Apartment,Self Contain,Wuse Zone Wuse 1 Abuja,2026-06-01 11:41:53,PropertyPro
Gwarinpa,4,7000000.0,Duplex,Terraced Duplex,Brookshore Estate Gwarinpa Abuja,2026-06-01 11:41:53,PropertyPro
Katampe,4,13000000.0,Duplex,Terraced Duplex,Katampe Main Abuja,2026-06-01 11:41:53,PropertyPro
Utako,4,18000000.0,Duplex,Terraced Duplex,Utako Abuja,2026-06-01 11:41:53,PropertyPro
Guzape,4,15000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:41:53,PropertyPro
Maitama,4,28000000.0,Duplex,Terraced Duplex,Maitama Abuja,2026-06-01 11:41:53,PropertyPro
Asokoro,6,140000000.0,Duplex,Detached Duplex,Asokoro Asokoro Abuja,2026-06-01 11:41:53,PropertyPro
Asokoro,4,25000000.0,Duplex,Terraced Duplex,By Sunrise Hills Asokoro Abuja,2026-06-01 11:41:53,PropertyPro
Gwarinpa,1,1700000.0,Apartment,Self Contain,Gwarinpa Gwarinpa Abuja,2026-06-01 11:41:53,PropertyPro
Mabushi,4,20000000.0,Duplex,Terraced Duplex,Mabushi Mabushi Abuja,2026-06-01 11:41:53,PropertyPro
Maitama,3,61669350.0,Apartment,Apartment,Maitama By Fruit Market Maitama Abuja,2026-06-01 11:42:01,PropertyPro
Gwarinpa,4,7000000.0,Duplex,Semi-Detached Duplex,"In An Estate Gwarinpa Extension, Abuja Gwarinpa Abuja",2026-06-01 11:42:01,PropertyPro
Life Camp,2,4500000.0,Apartment,Apartment,"Close To Beger Yard Lifecamp, Abuja Life Camp Abuja",2026-06-01 11:42:01,PropertyPro
Gaduwa,3,10000000.0,Duplex,Terraced Duplex,"Gaduwa, Abuja Gaduwa Abuja",2026-06-01 11:42:01,PropertyPro
Gwarinpa,4,12000000.0,Duplex,Terraced Duplex,Main Gwarinpa Abuja,2026-06-01 11:42:01,PropertyPro
Maitama,4,30000000.0,Duplex,Terraced Duplex,Maitama Abuja Maitama Abuja,2026-06-01 11:42:01,PropertyPro
Garki,4,30000000.0,Duplex,Semi-Detached Duplex,Garki 2 Abuja,2026-06-01 11:42:01,PropertyPro
Asokoro,4,17000000.0,Duplex,Terraced Duplex,Asokoro Abuja,2026-06-01 11:42:01,PropertyPro
Guzape,5,28000000.0,Duplex,Detached Duplex,Guzape Abuja,2026-06-01 11:42:01,PropertyPro
Wuye,4,20000000.0,Duplex,Terraced Duplex,Wuye Wuye Abuja,2026-06-01 11:42:01,PropertyPro
Wuse,4,20000000.0,Duplex,Terraced Duplex,"Wuse2 District, Wuse 2 Abuja",2026-06-01 11:42:01,PropertyPro
Katampe,3,10000000.0,Apartment,Apartment,Katampe Main Abuja,2026-06-01 11:42:01,PropertyPro
Gwarinpa,1,1600000.0,Apartment,Self Contain,Gwarinpa Abuja,2026-06-01 11:42:01,PropertyPro
Gwarinpa,1,1500000.0,Apartment,Self Contain,Gwarinpa Gwarinpa Abuja,2026-06-01 11:42:01,PropertyPro
Gwarinpa,1,1700000.0,Apartment,Self Contain,"Gwarinpa Extension, Gwarinpa Abuja",2026-06-01 11:42:01,PropertyPro
Gwarinpa,1,1500000.0,Apartment,Self Contain,Gwarimpa Extension Gwarinpa Abuja,2026-06-01 11:42:01,PropertyPro
Asokoro,3,12000000.0,Apartment,Apartment,Admiralty Estate Asokoro Asokoro Abuja,2026-06-01 11:42:01,PropertyPro
Garki,3,8000000.0,Apartment,Apartment,Garki 2 Abuja,2026-06-01 11:42:01,PropertyPro
Wuye,1,2500000.0,Apartment,Self Contain,Wuye Wuye Abuja,2026-06-01 11:42:01,PropertyPro
Maitama,3,61669350.0,Apartment,Apartment,Maitama By Fruit Market Maitama Abuja,2026-06-01 11:42:10,PropertyPro
Gwarinpa,1,1600000.0,Apartment,Self Contain,Gwarinpa Abuja,2026-06-01 11:42:10,PropertyPro
Gwarinpa,1,1500000.0,Apartment,Self Contain,Gwarinpa Abuja,2026-06-01 11:42:10,PropertyPro
Asokoro,6,75000000.0,Duplex,Terraced Duplex,"Aso Villa, Asokoro, Asokoro Abuja",2026-06-01 11:42:10,PropertyPro
Apo,4,13000000.0,Duplex,Terraced Duplex,"Apo By Gudu Junction, By Ceadercrest Hospital Apo Abuja",2026-06-01 11:42:10,PropertyPro
Guzape,2,7000000.0,Apartment,Apartment,Fha/enl Estate Guzape Abuja,2026-06-01 11:42:10,PropertyPro
Wuse,5,40000000.0,Duplex,Terraced Duplex,An Estate Wuse 2 Abuja,2026-06-01 11:42:10,PropertyPro
Gaduwa,3,10000000.0,Duplex,Terraced Duplex,Gaduwa District Abuja. ( Video Is Available) Gaduwa Abuja,2026-06-01 11:42:10,PropertyPro
Mabushi,4,20000000.0,Duplex,Detached Duplex,Mabushi Mabushi Abuja,2026-06-01 11:42:10,PropertyPro
Gwarinpa,1,1500000.0,Apartment,Self Contain,Gwarinpa Gwarinpa Abuja,2026-06-01 11:42:10,PropertyPro
Guzape,4,15000000.0,Duplex,Terraced Duplex,Guzape Guzape Abuja,2026-06-01 11:42:10,PropertyPro
Gwarinpa,1,1500000.0,Apartment,Self Contain,Gwarinpa Gwarinpa Abuja,2026-06-01 11:42:10,PropertyPro
Garki,5,25000000.0,Duplex,Detached Duplex,Garki2 Garki 2 Abuja,2026-06-01 11:42:10,PropertyPro
Gwarinpa,1,1500000.0,Apartment,Self Contain,Gwarinpa Gwarinpa Abuja,2026-06-01 11:42:10,PropertyPro
Guzape,5,35000000.0,Duplex,Detached Duplex,Guzape Abuja,2026-06-01 11:42:10,PropertyPro
Guzape,3,15000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:42:10,PropertyPro
Garki,6,30000000.0,Duplex,Detached Duplex,Area 11 Garki 2 Abuja,2026-06-01 11:42:10,PropertyPro
Asokoro,2,10000000.0,Apartment,Apartment,Asokoro Asokoro Abuja,2026-06-01 11:42:10,PropertyPro
Guzape,3,10000000.0,Apartment,Apartment,Guzape Abuja,2026-06-01 11:42:10,PropertyPro
Guzape,4,30000000.0,Duplex,Detached Duplex,Guzape Abuja,2026-06-01 11:42:17,PropertyPro
Garki,1,3000000.0,Apartment,Apartment,Area 11 Garki 2 Abuja,2026-06-01 11:42:17,PropertyPro
Guzape,4,20000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:42:17,PropertyPro
Wuse,3,15000000.0,Apartment,Apartment,Wuse2 Wuse 2 Abuja,2026-06-01 11:42:17,PropertyPro
Wuse,2,6000000.0,Apartment,Apartment,Wuse2 Wuse 2 Abuja,2026-06-01 11:42:17,PropertyPro
Life Camp,1,1200000.0,Apartment,Self Contain,Lifecamp Life Camp Abuja,2026-06-01 11:42:17,PropertyPro
Gwarinpa,1,1400000.0,Apartment,Self Contain,Gwarinpa Abuja,2026-06-01 11:42:17,PropertyPro
Wuse,2,8000000.0,Apartment,Apartment,Wuse Zone 6 Wuse 1 Abuja,2026-06-01 11:42:17,PropertyPro
Guzape,4,25000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:42:17,PropertyPro
Wuse,6,45000000.0,Duplex,Detached Duplex,Wuse 2 Abuja,2026-06-01 11:42:17,PropertyPro
Gwarinpa,3,6000000.0,Apartment,Apartment,Gwarinpa Gwarinpa Abuja,2026-06-01 11:42:17,PropertyPro
Wuse,5,50000000.0,Duplex,Detached Duplex,Wuse2 Wuse 2 Abuja,2026-06-01 11:42:17,PropertyPro
Garki,3,13000000.0,Apartment,Apartment,By Cbn Quarters Garki 2 Abuja,2026-06-01 11:42:17,PropertyPro
Gwarinpa,4,10000000.0,Duplex,Detached Duplex,"2nd Avenue, Gwarinpa Abuja",2026-06-01 11:42:17,PropertyPro
Life Camp,4,15000000.0,Duplex,Terraced Duplex,By Catholic Church Life Camp Abuja,2026-06-01 11:42:17,PropertyPro
Jabi,4,35000000.0,Duplex,Semi-Detached Duplex,Jabi District Abuja. Jabi Abuja,2026-06-01 11:42:17,PropertyPro
Durumi,4,15000000.0,Duplex,Terraced Duplex,By America School Durumi Abuja,2026-06-01 11:42:17,PropertyPro
Maitama,3,61669350.0,Apartment,Apartment,Maitama By Fruit Market Maitama Abuja,2026-06-01 11:42:27,PropertyPro
Gwarinpa,4,7000000.0,Duplex,Semi-Detached Duplex,In An Estate Gwarinpa Extension Gwarinpa Abuja,2026-06-01 11:42:27,PropertyPro
Karsana,4,8000000.0,Duplex,Terraced Duplex,Gwarimpa Extension Karsana Gwarinpa Abuja,2026-06-01 11:42:27,PropertyPro
Gaduwa,4,9000000.0,Duplex,Terraced Duplex,After The Catholic Church Gaduwa Abuja,2026-06-01 11:42:27,PropertyPro
Katampe,4,15000000.0,Duplex,Terraced Duplex,Katampe Main Katampe Main Abuja,2026-06-01 11:42:27,PropertyPro
Asokoro,2,27000000.0,Apartment,Apartment,"Aso Villa, Asokoro Abuja",2026-06-01 11:42:27,PropertyPro
Katampe,3,7000000.0,Apartment,Apartment,Diplomatic Zone. (video Of The Apartment Is Available) Katampe Extension Katampe Abuja,2026-06-01 11:42:27,PropertyPro
Jahi,3,10000000.0,Apartment,Apartment,Gilmore Construction Jahi Abuja,2026-06-01 11:42:27,PropertyPro
Wuse,2,20000000.0,Apartment,Apartment,"Wuse2, Abuja. Wuse 2 Abuja",2026-06-01 11:42:27,PropertyPro
Jahi,3,10000000.0,Apartment,Apartment,By Gilmore Jahi Abuja,2026-06-01 11:42:27,PropertyPro
Life Camp,4,13000000.0,Duplex,Semi-Detached Duplex,Life Camp Abuja,2026-06-01 11:42:27,PropertyPro
Life Camp,4,15000000.0,Duplex,Detached Duplex,Life Camp Abuja,2026-06-01 11:42:27,PropertyPro
Gwarinpa,4,12000000.0,Duplex,Semi-Detached Duplex,3rd Avenue Gwarinpa Abuja,2026-06-01 11:42:27,PropertyPro
Gwarinpa,1,1700000.0,Apartment,Self Contain,"Efab Queens Estate, Gwarinpa Abuja",2026-06-01 11:42:27,PropertyPro
Guzape,4,25000000.0,Duplex,Detached Duplex,Guzape Abuja,2026-06-01 11:42:27,PropertyPro
Guzape,4,16000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:42:27,PropertyPro
Life Camp,4,12000000.0,Duplex,Terraced Duplex,After Berger Clinic Life Camp Abuja,2026-06-01 11:42:27,PropertyPro
Gwarinpa,1,1900000.0,Apartment,Self Contain,Gwarinpa Abuja,2026-06-01 11:42:27,PropertyPro
Maitama,3,61669350.0,Apartment,Apartment,Maitama By Fruit Market Maitama Abuja,2026-06-01 11:42:34,PropertyPro
Katampe,4,15000000.0,Duplex,Terraced Duplex,Katampe Main Katampe Main Abuja,2026-06-01 11:42:34,PropertyPro
Gwarinpa,3,7500000.0,Apartment,Apartment,Gwarinpa Gwarinpa Abuja,2026-06-01 11:42:34,PropertyPro
Wuse,1,1800000.0,Apartment,Self Contain,Wuse 1 Abuja,2026-06-01 11:42:34,PropertyPro
Wuse,5,20000000.0,Duplex,Detached Duplex,Wuse Zone 6 Wuse 1 Abuja,2026-06-01 11:42:34,PropertyPro
Gwarinpa,4,10000000.0,Duplex,Terraced Duplex,"Gwarinpa Inside Dantata Estate, Gwarinpa Abuja",2026-06-01 11:42:34,PropertyPro
Gwarinpa,1,1500000.0,Apartment,Self Contain,Efab Estate / Gwarimpa Extension Gwarinpa Abuja,2026-06-01 11:42:34,PropertyPro
Jahi,3,8000000.0,Apartment,Apartment,Jahi By Living Faith Jahi Abuja,2026-06-01 11:42:34,PropertyPro
Mabushi,3,7000000.0,Apartment,Apartment,Mabushi Mabushi Abuja,2026-06-01 11:42:34,PropertyPro
Wuse,4,50000000.0,Duplex,Detached Duplex,Wuse 2 Abuja,2026-06-01 11:42:34,PropertyPro
Gwarinpa,1,2500000.0,Apartment,Apartment,Gwarinpa Gwarinpa Abuja,2026-06-01 11:42:34,PropertyPro
Guzape,4,19000000.0,Duplex,Terraced Duplex,Guzape Abuja,2026-06-01 11:42:34,PropertyPro
Guzape,3,10500000.0,Apartment,Apartment,Guzape Abuja,2026-06-01 11:42:34,PropertyPro
Kado,5,20000000.0,Duplex,Detached Duplex,Kado Kado Abuja,2026-06-01 11:42:34,PropertyPro
Life Camp,3,7000000.0,Apartment,Apartment,Lifecamp Life Camp Abuja,2026-06-01 11:42:34,PropertyPro
Life Camp,2,4500000.0,Apartment,Apartment,Nnpc Estate Life Camp Abuja,2026-06-01 11:42:34,PropertyPro
Jahi,4,15000000.0,Duplex,Semi-Detached Duplex,Jahi Jahi Abuja,2026-06-01 11:42:34,PropertyPro
Gwarinpa,4,20000000.0,Duplex,Terraced Duplex,Gwarinpa Abuja,2026-06-01 11:42:34,PropertyPro
Garki,3,7000000.0,Apartment,Apartment,Area 11 Garki 2 Abuja,2026-06-01 11:42:34,PropertyPro
Guzape,4,30000000.0,Duplex,Detached Duplex,Guzape Abuja,2026-06-01 11:42:43,PropertyPro
Jahi,3,15000000.0,Apartment,Apartment,"Jahi Gilmore, Abuja Jahi Abuja",2026-06-01 11:42:43,PropertyPro
Guzape,2,7000000.0,Apartment,Apartment,Fha Guzape Abuja,2026-06-01 11:42:43,PropertyPro
Gwarinpa,1,3500000.0,Apartment,Apartment,Gwarinpa Abuja,2026-06-01 11:42:43,PropertyPro
Asokoro,3,70000000.0,Duplex,Detached Duplex,"Presidential Villa, Asokoro Abuja",2026-06-01 11:42:43,PropertyPro
Gwarinpa,1,1300000.0,Apartment,Self Contain,Gwarinpa Abuja,2026-06-01 11:42:43,PropertyPro
Wuse,1,4000000.0,Apartment,Apartment,Wuse 2 Abuja,2026-06-01 11:42:43,PropertyPro
Mabushi,1,4000000.0,Apartment,Apartment,Mabushi Mabushi Abuja,2026-06-01 11:42:43,PropertyPro
Mabushi,4,15000000.0,Duplex,Terraced Duplex,Mabushi Mabushi Abuja,2026-06-01 11:42:43,PropertyPro
Life Camp,1,3500000.0,Apartment,Apartment,Billard Estate Lifecamp Life Camp Abuja,2026-06-01 11:42:43,PropertyPro
Wuye,1,5000000.0,Apartment,Apartment,Wuye Abuja,2026-06-01 11:42:43,PropertyPro
Apo,4,15000000.0,Duplex,Terraced Duplex,"Apo Gudu District, By Ceadercrest Hospital Apo Abuja",2026-06-01 11:42:43,PropertyPro
Gwarinpa,4,12000000.0,Duplex,Detached Duplex,"Work And Housing Estate, Gwarinpa Abuja",2026-06-01 11:42:43,PropertyPro
Gwarinpa,1,1500000.0,Apartment,Self Contain,69 Road Gwarinpa Abuja,2026-06-01 11:42:43,PropertyPro
Jabi,4,15000000.0,Duplex,Terraced Duplex,By Citec Mbora District After Jabi. Mbora (nbora) Abuja,2026-06-01 11:42:43,PropertyPro
Mabushi,4,50000000.0,Duplex,Terraced Duplex,Mabushi District Abuja (video Of The House Is Attached Maitama Abuja,2026-06-01 11:42:43,PropertyPro
Katampe,4,20000000.0,Duplex,Terraced Duplex,Diplomatic Zone Katampe Extension Katampe Abuja,2026-06-01 11:42:43,PropertyPro
Maitama,4,36000000.0,Duplex,Terraced Duplex,Maitama Abuja,2026-06-01 11:42:43,PropertyPro
Life Camp,4,7000000.0,Duplex,Terraced Duplex,Brains And Hammers Life Camp Abuja,2026-06-01 11:42:43,PropertyPro
Maitama,3,61669350.0,Apartment,Apartment,Maitama By Fruit Market Maitama Abuja,2026-06-01 11:42:49,PropertyPro
Guzape,3,10000000.0,Apartment,Apartment,Guzape Abuja,2026-06-01 11:42:49,PropertyPro
Wuye,3,8000000.0,Apartment,Apartment,Wuye Abuja,2026-06-01 11:42:49,PropertyPro
Maitama,4,50000000.0,Duplex,Semi-Detached Duplex,Maitama Maitama Abuja,2026-06-01 11:42:49,PropertyPro
Gwarinpa,3,10000000.0,Bungalow,Detached Bungalow,Gwarinpa Extension Gwarinpa Abuja,2026-06-01 11:42:49,PropertyPro
Guzape,4,35000000.0,Duplex,Terraced Duplex,Guzape Guzape Abuja,2026-06-01 11:42:49,PropertyPro
