District,Bedrooms,Price (Per Annum),Property Category,Property Type,Location,Scraped_At,Source
Asokoro,3,15000000.0,Apartment,Apartment,"Asokoro District, Abuja",2026-06-01 11:08:29,NPC
Katampe,7,25000000.0,Duplex,Semi-Detached Duplex,"By Judges Quarters, Katampe, Abuja",2026-06-01 11:08:29,NPC
Jahi,4,20000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:08:29,NPC
Gwarinpa,1,2000000.0,Apartment,Self Contain,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:08:29,NPC
Gwarinpa,1,3500000.0,Apartment,Apartment,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:08:29,NPC
Katampe,3,11000000.0,Apartment,Apartment,"Katampe (Main), Katampe, Abuja",2026-06-01 11:08:29,NPC
Idu,4,6000000.0,Duplex,Terraced Duplex,"Close To Nzamiye Hospital, Idu Industrial, Abuja",2026-06-01 11:08:29,NPC
Apo,2,6000000.0,Apartment,Apartment,"Apo Resettlement, Apo, Abuja",2026-06-01 11:08:29,NPC
Apo,4,13000000.0,Duplex,Detached Duplex,"Apo Wumba, Along Lokogoma Expressway, Apo, Abuja",2026-06-01 11:08:29,NPC
Katampe,3,15000000.0,Apartment,Apartment,"Katampe, Abuja",2026-06-01 11:08:37,NPC
Maitama,4,40000000.0,Duplex,Semi-Detached Duplex,"Maitama District, Abuja",2026-06-01 11:08:37,NPC
Jahi,3,7500000.0,Apartment,Apartment,"Jahi After Aduvei International School, Jahi, Abuja",2026-06-01 11:08:37,NPC
Life Camp,4,15000000.0,Duplex,Terraced Duplex,"B&h City, Paradise-ochacho Road, Life Camp, Abuja",2026-06-01 11:08:37,NPC
Guzape,1,1000000.0,Apartment,Self Contain,"Off Gilbert Chikelu Crescent, Guzape District, Abuja",2026-06-01 11:08:37,NPC
Apo,3,10000000.0,Duplex,Semi-Detached Duplex,"Apo, Abuja",2026-06-01 11:08:37,NPC
Katampe,3,9000000.0,Apartment,Apartment,"Katampe (Main), Katampe, Abuja",2026-06-01 11:08:37,NPC
Mabushi,3,12500000.0,Apartment,Apartment,"By Vio, Mabushi, Abuja",2026-06-01 11:08:37,NPC
Jahi,3,8000000.0,Apartment,Apartment,"Jahi, Abuja",2026-06-01 11:08:37,NPC
Apo,3,12000000.0,Duplex,Semi-Detached Duplex,"Apo, Abuja",2026-06-01 11:08:37,NPC
Mabushi,3,8000000.0,Apartment,Apartment,"Mabushi, Abuja",2026-06-01 11:08:37,NPC
Lugbe,1,2000000.0,Apartment,Mini Flat,"Nelox Estate  By Pyakassa Road Along Redeem Estate/diamond Estate, Pyakasa, Lugbe District, Abuja",2026-06-01 11:08:37,NPC
Wuye,4,12000000.0,Duplex,Terraced Duplex,"Main, Wuye, Abuja",2026-06-01 11:08:37,NPC
Jahi,4,20000000.0,Duplex,Terraced Duplex,"Gilmore, Jahi, Abuja",2026-06-01 11:08:37,NPC
Jahi,2,4500000.0,Apartment,Apartment,"Jahi By Aduvei School, Jahi, Abuja",2026-06-01 11:08:37,NPC
Wuye,4,13500000.0,Duplex,Terraced Duplex,"Wuye Main, Wuye, Abuja",2026-06-01 11:08:37,NPC
Wuye,4,20000000.0,Duplex,Terraced Duplex,"By Zartech Supermarket, Wuye, Abuja",2026-06-01 11:08:37,NPC
Lugbe,4,10000000.0,Duplex,Detached Duplex,"Nelox Estate  By Pyakassa Rd Along Redeem Estate/diamond Est, Pyakasa, Lugbe District, Abuja",2026-06-01 11:08:37,NPC
Jahi,4,20000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:08:37,NPC
Maitama,1,9000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:08:44,NPC
Garki,4,15000000.0,Bungalow,Detached Bungalow,"Garki, Abuja",2026-06-01 11:08:44,NPC
Asokoro,6,500000000.0,Duplex,Detached Duplex,"Asokoro District, Abuja",2026-06-01 11:08:44,NPC
Gwarinpa,2,4000000.0,Apartment,Apartment,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:08:44,NPC
Wuye,2,6500000.0,Apartment,Apartment,"Wuye, Wuye, Abuja",2026-06-01 11:08:44,NPC
Garki,3,7000000.0,Apartment,Apartment,"Gimbya, Area 11, Garki, Abuja",2026-06-01 11:08:44,NPC
Asokoro,4,68521500.0,Duplex,Terraced Duplex,"Asokoro District, Abuja",2026-06-01 11:08:44,NPC
Guzape,5,30000000.0,Duplex,Detached Duplex,"Guzape District, Abuja",2026-06-01 11:08:44,NPC
Guzape,4,20000000.0,Apartment,Apartment,"Guzape District, Abuja",2026-06-01 11:08:44,NPC
Apo,4,10000000.0,Duplex,Terraced Duplex,"Apo Legislative Qtr,( Zone A) Tarred Rd, Garki, Abuja",2026-06-01 11:08:44,NPC
Asokoro,2,15000000.0,Apartment,Apartment,"Asokoro District, Abuja",2026-06-01 11:08:44,NPC
Apo,3,10000000.0,House,House,"Apo, Abuja",2026-06-01 11:08:44,NPC
Guzape,4,15000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:08:44,NPC
Garki,4,180000000.0,House,House,"Area 11, Garki, Abuja",2026-06-01 11:08:44,NPC
Gwarinpa,1,2500000.0,Apartment,Mini Flat,"Gwarinpa, Abuja",2026-06-01 11:08:44,NPC
Gwarinpa,4,10000000.0,Duplex,Detached Duplex,"Main Gwarimpa, Gwarinpa, Abuja",2026-06-01 11:08:44,NPC
Mabushi,5,30000000.0,Duplex,Detached Duplex,"Main Mabushi, Mabushi, Abuja",2026-06-01 11:08:44,NPC
Wuye,5,30000000.0,Duplex,Semi-Detached Duplex,"By Wuye Police Station, Wuye, Abuja",2026-06-01 11:08:44,NPC
Katampe,1,4000000.0,Apartment,Mini Flat,"Katampe (Main), Katampe, Abuja",2026-06-01 11:08:44,NPC
Maitama,1,9000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:08:51,NPC
Kado,4,13000000.0,Duplex,Semi-Detached Duplex,"Kado, Abuja",2026-06-01 11:08:51,NPC
Katampe,4,23000000.0,Duplex,Terraced Duplex,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:08:51,NPC
Katampe,3,9000000.0,Apartment,Apartment,"Aso Radio, Katampe, Abuja",2026-06-01 11:08:51,NPC
Katampe,3,9000000.0,Apartment,Apartment,"By Aso Radio., Katampe (Main), Katampe, Abuja",2026-06-01 11:08:51,NPC
Galadimawa,3,5500000.0,Bungalow,Detached Bungalow,"Ado Street, Galadimawa, Abuja",2026-06-01 11:08:51,NPC
Kaura,1,1800000.0,Bungalow,Detached Bungalow,"111a Gold Street, Kaura, Abuja",2026-06-01 11:08:51,NPC
Galadimawa,1,2000000.0,Bungalow,Detached Bungalow,"Hilda Bacy Street, Galadimawa, Abuja",2026-06-01 11:08:51,NPC
Katampe,2,7000000.0,Apartment,Apartment,"Grace Court, Katampe (Main), Katampe, Abuja",2026-06-01 11:08:51,NPC
Katampe,4,15000000.0,Duplex,Terraced Duplex,"Katampe (Main), Katampe, Abuja",2026-06-01 11:08:51,NPC
Gudu,28,252000000.0,Duplex,Terraced Duplex,"Gudu, Abuja",2026-06-01 11:08:51,NPC
Katampe,2,7000000.0,Duplex,Terraced Duplex,"Katampe Main Behind Aso Radio, Katampe, Abuja",2026-06-01 11:08:51,NPC
Life Camp,4,35000000.0,Apartment,Apartment,"Bellavue Estate, Life Camp, Abuja",2026-06-01 11:08:51,NPC
Life Camp,2,13000000.0,Apartment,Apartment,"Bellavue Estate, Life Camp, Abuja",2026-06-01 11:08:51,NPC
Idu,2,3000000.0,Apartment,Apartment,"Off Nizamiye Hospital, Idu Industrial, Abuja",2026-06-01 11:08:51,NPC
Katampe,4,13000000.0,Duplex,Terraced Duplex,"Living Faith Church, Katampe, Abuja",2026-06-01 11:08:51,NPC
Idu,3,5300000.0,Apartment,Apartment,"Idu Industrial, Abuja",2026-06-01 11:08:51,NPC
Idu,3,5300000.0,Apartment,Apartment,"Idu Industrial, Abuja",2026-06-01 11:08:51,NPC
Idu,1,2700000.0,Apartment,Mini Flat,"Idu Industrial, Abuja",2026-06-01 11:08:51,NPC
Maitama,4,45000000.0,Duplex,Detached Duplex,"Maitama District, Abuja",2026-06-01 11:08:57,NPC
Maitama,5,100000000.0,Duplex,Detached Duplex,"Maitama District, Abuja",2026-06-01 11:08:57,NPC
Mabushi,4,17000000.0,Duplex,Semi-Detached Duplex,"Mabushi, Abuja",2026-06-01 11:08:57,NPC
Wuye,1,2000000.0,Apartment,Self Contain,"By Gig Logistics, Wuye, Abuja",2026-06-01 11:08:57,NPC
Guzape,4,1800000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:08:57,NPC
Life Camp,3,12000000.0,Bungalow,Detached Bungalow,"Lifecamp Roundabout Junction, Life Camp, Abuja",2026-06-01 11:08:57,NPC
Mabushi,4,25000000.0,Duplex,Detached Duplex,"Mabushi, Abuja",2026-06-01 11:08:57,NPC
Katampe,6,25000000.0,Duplex,Terraced Duplex,"Katampe (Main), Katampe, Abuja",2026-06-01 11:08:57,NPC
Maitama,3,40000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:08:57,NPC
Katampe,4,15000000.0,Duplex,Terraced Duplex,"Katampe (Main), Katampe, Abuja",2026-06-01 11:08:57,NPC
Galadimawa,4,7500000.0,Duplex,Terraced Duplex,"Galadimawa, Abuja",2026-06-01 11:08:57,NPC
Kado,4,13000000.0,Duplex,Terraced Duplex,"By Lake View Estate, Kado, Abuja",2026-06-01 11:08:57,NPC
Wuye,4,25000000.0,Duplex,Terraced Duplex,"Wuye, Abuja",2026-06-01 11:08:57,NPC
Wuse,3,7500000.0,Apartment,Apartment,"Wuse, Abuja",2026-06-01 11:08:57,NPC
Lugbe,1,1000000.0,Apartment,Self Contain,"Along Von Estate, Lugbe District, Abuja",2026-06-01 11:08:57,NPC
Wuse,8,50000000.0,Duplex,Detached Duplex,"Wuse, Abuja",2026-06-01 11:08:57,NPC
Lugbe,1,1700000.0,Apartment,Mini Flat,"Along Von Road, Lugbe District, Abuja",2026-06-01 11:08:57,NPC
Maitama,3,25000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:08:57,NPC
Jabi,3,25000000.0,Apartment,Apartment,"Jabi, Abuja",2026-06-01 11:08:57,NPC
Asokoro,1,4000000.0,Apartment,Mini Flat,"Naf Valley Estate, Asokoro District, Abuja",2026-06-01 11:09:03,NPC
Guzape,4,30000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:09:03,NPC
Life Camp,2,4500000.0,Apartment,Apartment,"Life Camp, Abuja",2026-06-01 11:09:03,NPC
Life Camp,4,8000000.0,Duplex,Semi-Detached Duplex,"Life Camp, Abuja",2026-06-01 11:09:03,NPC
Katampe,3,11000000.0,Apartment,Apartment,"Katampe, Abuja",2026-06-01 11:09:03,NPC
Gwarinpa,2,4000000.0,Apartment,Apartment,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:09:03,NPC
Wuse,1,4000000.0,Apartment,Apartment,"Wuse, Abuja",2026-06-01 11:09:03,NPC
Asokoro,4,45000000.0,Duplex,Detached Duplex,"Asokoro Residential, Asokoro District, Abuja",2026-06-01 11:09:03,NPC
Jabi,4,8000000.0,Duplex,Terraced Duplex,"Jabi, Abuja",2026-06-01 11:09:03,NPC
Maitama,3,25000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:09:03,NPC
Gudu,3,7000000.0,Apartment,Apartment,"Off Gudu Junction, Gudu, Abuja",2026-06-01 11:09:03,NPC
Mabushi,2,15000000.0,Apartment,Apartment,"No. 1 Niqs Crescent Opposite Maryam Apartment, Mabushi, Abuja",2026-06-01 11:09:03,NPC
Gwarinpa,2,4000000.0,Apartment,Apartment,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:09:03,NPC
Katampe,4,15000000.0,House,House,"Katampe (Main), Katampe, Abuja",2026-06-01 11:09:03,NPC
Apo,4,10000000.0,Duplex,Terraced Duplex,"Apo Legislative Quaters, Apo, Abuja",2026-06-01 11:09:03,NPC
Maitama,4,40000000.0,Duplex,Semi-Detached Duplex,"Maitama District, Abuja",2026-06-01 11:09:03,NPC
Apo,5,17000000.0,Duplex,Semi-Detached Duplex,"Apo Legislative Quaters., Apo, Abuja",2026-06-01 11:09:03,NPC
Kabusa,3,6500000.0,Duplex,Terraced Duplex,"Kabusa Garden, Dakwo, Abuja",2026-06-01 11:09:03,NPC
Kaura,3,5000000.0,Apartment,Apartment,"Kaura, Abuja",2026-06-01 11:09:11,NPC
Durumi,1,6000000.0,Apartment,Mini Flat,"By American International School, Durumi, Abuja",2026-06-01 11:09:11,NPC
Life Camp,2,4500000.0,Apartment,Apartment,"Life Camp, Abuja",2026-06-01 11:09:11,NPC
Kado,3,20000000.0,Bungalow,Detached Bungalow,"Kado, Abuja",2026-06-01 11:09:11,NPC
Kaura,1,2000000.0,Apartment,Self Contain,"Kaura, Abuja",2026-06-01 11:09:11,NPC
Kaura,2,5500000.0,Apartment,Apartment,"Kaura, Abuja",2026-06-01 11:09:11,NPC
Guzape,3,10000000.0,Apartment,Apartment,"By Coza, Guzape District, Abuja",2026-06-01 11:09:11,NPC
Durumi,4,15000000.0,Duplex,Terraced Duplex,"Near American School, Durumi, Abuja",2026-06-01 11:09:11,NPC
Guzape,2,6500000.0,Apartment,Apartment,"Guzape District, Abuja",2026-06-01 11:09:11,NPC
Katampe,3,9000000.0,Apartment,Apartment,"Katampe, Abuja",2026-06-01 11:09:11,NPC
Mabushi,3,165000000.0,Apartment,Apartment,"Mabushi, Abuja",2026-06-01 11:09:11,NPC
Apo,2,4000000.0,Apartment,Apartment,"Apo Extension By Arab, Apo, Abuja",2026-06-01 11:09:11,NPC
Guzape,5,60000000.0,Duplex,Detached Duplex,"Guzape District, Abuja",2026-06-01 11:09:11,NPC
Lugbe,3,3500000.0,Apartment,Apartment,"Lugbe District, Abuja",2026-06-01 11:09:11,NPC
Katampe,3,11000000.0,Apartment,Apartment,"Main Katamoe, Katampe, Abuja",2026-06-01 11:09:11,NPC
Guzape,5,30000000.0,Duplex,Detached Duplex,"Guzape District, Abuja",2026-06-01 11:09:11,NPC
Guzape,5,25000000.0,Duplex,Semi-Detached Duplex,"Guzape District, Abuja",2026-06-01 11:09:11,NPC
Maitama,1,6000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:09:18,NPC
Asokoro,2,15000000.0,Apartment,Apartment,"Asokoro District, Abuja",2026-06-01 11:09:18,NPC
Asokoro,4,35000000.0,Duplex,Semi-Detached Duplex,"Asokoro District, Abuja",2026-06-01 11:09:18,NPC
Maitama,5,50000000.0,Duplex,Detached Duplex,"Maitama District, Abuja",2026-06-01 11:09:18,NPC
Maitama,4,45000000.0,Duplex,Terraced Duplex,"Maitama District, Abuja",2026-06-01 11:09:18,NPC
Wuye,1,3500000.0,Apartment,Apartment,"By Shafa, Wuye, Abuja",2026-06-01 11:09:18,NPC
Apo,3,10000000.0,Duplex,Semi-Detached Duplex,"Apo, Abuja",2026-06-01 11:09:18,NPC
Katampe,4,12000000.0,Duplex,Terraced Duplex,"Katampe, Abuja",2026-06-01 11:09:18,NPC
Guzape,1,1500000.0,Apartment,Self Contain,"Guzape District, Abuja",2026-06-01 11:09:18,NPC
Guzape,1,850000.0,Apartment,Self Contain,"Guzape District, Abuja",2026-06-01 11:09:18,NPC
Apo,1,650000.0,Apartment,Self Contain,"In Apo Dutse Community, Apo, Abuja",2026-06-01 11:09:18,NPC
Jahi,3,10000000.0,Apartment,Apartment,"Jahi, Abuja",2026-06-01 11:09:18,NPC
Wuye,1,3500000.0,Apartment,Apartment,"Wuye, Abuja",2026-06-01 11:09:18,NPC
Garki,2,2500000.0,Apartment,Apartment,"Area 1, Garki, Abuja",2026-06-01 11:09:18,NPC
Gwarinpa,2,3800000.0,Apartment,Apartment,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:09:18,NPC
Guzape,5,80000000.0,Duplex,Detached Duplex,"Guzape District, Abuja",2026-06-01 11:09:18,NPC
Asokoro,6,50000000.0,Duplex,Detached Duplex,"Asokoro District, Abuja",2026-06-01 11:09:18,NPC
Katampe,6,60000000.0,Duplex,Detached Duplex,"Katampe Extension, Katampe, Abuja",2026-06-01 11:09:18,NPC
Guzape,4,13000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:09:18,NPC
Katampe,3,8000000.0,Apartment,Apartment,"By Judges Quarters, Katampe, Abuja",2026-06-01 11:09:18,NPC
Maitama,1,6000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:09:26,NPC
Guzape,4,13000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:09:26,NPC
Gwarinpa,2,4500000.0,Apartment,Apartment,"News Engineering Extension, Dawaki, Gwarinpa, Abuja",2026-06-01 11:09:26,NPC
Katampe,6,23000000.0,Duplex,Terraced Duplex,"Katampe Extension, Katampe, Abuja",2026-06-01 11:09:26,NPC
Asokoro,1,750000.0,Apartment,Self Contain,"Asokoro Extension,  Kpaduna 3, Asokoro District, Abuja",2026-06-01 11:09:26,NPC
Asokoro,1,1300000.0,Apartment,Mini Flat,"Asokoro Extension,  Kpaduma 3, Asokoro District, Abuja",2026-06-01 11:09:26,NPC
Asokoro,4,15000000.0,Duplex,Terraced Duplex,"Asokoro District, Abuja",2026-06-01 11:09:26,NPC
Asokoro,1,750000.0,Apartment,Self Contain,"Asokoro Extension,  Kpaduma 3, Asokoro District, Abuja",2026-06-01 11:09:26,NPC
Gwarinpa,4,15000000.0,Duplex,Detached Duplex,"69 Road, Gwarinpa, By Abiodun Falade Hospital Just After Charley Boy, Gwarinpa, Abuja",2026-06-01 11:09:26,NPC
Katampe,2,4500000.0,Apartment,Apartment,"By Gishiri, Katampe (Main), Katampe, Abuja",2026-06-01 11:09:26,NPC
Kado,1,5500000.0,Apartment,Apartment,"Kado, Abuja",2026-06-01 11:09:26,NPC
Kado,1,2000000.0,Apartment,Self Contain,"Kado, Abuja",2026-06-01 11:09:26,NPC
Mabushi,1,3000000.0,Apartment,Mini Flat,"Mabushi, Abuja",2026-06-01 11:09:26,NPC
Katampe,6,60000000.0,Duplex,Detached Duplex,"Katampe Extension, Katampe, Abuja",2026-06-01 11:09:26,NPC
Mabushi,2,7500000.0,Apartment,Apartment,"Mabushi, Abuja",2026-06-01 11:09:26,NPC
Galadimawa,1,2000000.0,Apartment,Self Contain,"Sunnyvale Estate, Galadimawa, Abuja",2026-06-01 11:09:26,NPC
Jahi,5,10000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:09:26,NPC
Wuse,3,17000000.0,Apartment,Apartment,"Wuse 2, Abuja",2026-06-01 11:09:26,NPC
Maitama,3,25000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:09:26,NPC
Utako,2,17000000.0,Apartment,Apartment,"Utako, Abuja",2026-06-01 11:09:26,NPC
Lokogoma,1,4000000.0,Apartment,Mini Flat,"Lokogoma District, Abuja",2026-06-01 11:09:26,NPC
Maitama,1,9000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:09:35,NPC
Galadimawa,1,1800000.0,Apartment,Self Contain,"Galadimawa, Abuja",2026-06-01 11:09:35,NPC
Galadimawa,3,5000000.0,Bungalow,Detached Bungalow,"Sungold, Galadimawa, Abuja",2026-06-01 11:09:35,NPC
Guzape,3,15000000.0,Duplex,Terraced Duplex,"Guzape, Guzape District, Abuja",2026-06-01 11:09:35,NPC
Guzape,4,25000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:09:35,NPC
Guzape,5,30000000.0,Duplex,Terraced Duplex,"Guzape, Guzape District, Abuja",2026-06-01 11:09:35,NPC
Apo,3,10000000.0,Duplex,Semi-Detached Duplex,"Apo, Abuja",2026-06-01 11:09:35,NPC
Gwarinpa,1,2000000.0,Apartment,Apartment,"Gwarinpa Extension, Gwarinpa, Abuja",2026-06-01 11:09:35,NPC
Katampe,3,9000000.0,Apartment,Apartment,"Katampe (Main), Katampe, Abuja",2026-06-01 11:09:35,NPC
Asokoro,6,50000000.0,Duplex,Detached Duplex,"Before Sunrise Hill Estate, Asokoro District, Abuja",2026-06-01 11:09:35,NPC
Maitama,4,60000000.0,Duplex,Semi-Detached Duplex,"Palm Springs, Maitama 2, Maitama District, Abuja",2026-06-01 11:09:35,NPC
Gwarinpa,3,4500000.0,Apartment,Apartment,"Dawaki, Gwarinpa, Abuja",2026-06-01 11:09:35,NPC
Katampe,3,7000000.0,Apartment,Apartment,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:09:35,NPC
Asokoro,4,6000000.0,Duplex,Semi-Detached Duplex,"Off Linda Chalker Street, Asokoro District, Abuja",2026-06-01 11:09:35,NPC
Wuse,4,30000000.0,Duplex,Detached Duplex,"Zone 1, Wuse, Abuja",2026-06-01 11:09:35,NPC
Guzape,2,6000000.0,Apartment,Apartment,"Guzape District, Abuja",2026-06-01 11:09:35,NPC
Guzape,3,15000000.0,House,House,"Guzape District, Abuja",2026-06-01 11:09:35,NPC
Guzape,5,55000000.0,Duplex,Semi-Detached Duplex,"Guzape District, Abuja",2026-06-01 11:09:35,NPC
Katampe,2,5000000.0,Apartment,Apartment,"Whitescape Apartments, Katampe (Main), Katampe, Abuja",2026-06-01 11:09:35,NPC
Garki,3,7500000.0,Apartment,Apartment,"Area 2, Garki, Abuja",2026-06-01 11:09:35,NPC
Wuse,4,40000000.0,Duplex,Terraced Duplex,"Wuse 2, Abuja",2026-06-01 11:09:35,NPC
Maitama,1,9000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:09:42,NPC
Garki,1,3000000.0,Apartment,Apartment,"Area 1 Shopping Center, Garki, Abuja",2026-06-01 11:09:42,NPC
Jahi,4,12000000.0,Duplex,Terraced Duplex,"Gilmore, Jahi, Abuja",2026-06-01 11:09:42,NPC
Jabi,1,4000000.0,Apartment,Apartment,"Jabi Main(tarred Rd), Jabi, Abuja",2026-06-01 11:09:42,NPC
Jabi,3,41000000.0,Apartment,Apartment,"Jabi, Abuja",2026-06-01 11:09:42,NPC
Jahi,2,30000000.0,House,House,"(fully Tarred Rd) Jahi Gilmore, Jahi, Abuja",2026-06-01 11:09:42,NPC
Guzape,4,15000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:09:42,NPC
Life Camp,4,8000000.0,Duplex,Semi-Detached Duplex,"Life Camp, Abuja",2026-06-01 11:09:42,NPC
Guzape,4,12000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:09:42,NPC
Maitama,4,40000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:09:42,NPC
Garki,1,3000000.0,Apartment,Apartment,"Area 2, Garki, Abuja",2026-06-01 11:09:42,NPC
Idu,3,6000000.0,Apartment,Apartment,"Idu Industrial, Abuja",2026-06-01 11:09:42,NPC
Guzape,5,40000000.0,Duplex,Semi-Detached Duplex,"Guzape Main, Guzape District, Abuja",2026-06-01 11:09:42,NPC
Asokoro,3,30000000.0,Duplex,Terraced Duplex,"Asokoro Main, Asokoro District, Abuja",2026-06-01 11:09:42,NPC
Durumi,3,5000000.0,Apartment,Apartment,"By Old Secteriat, Durumi, Abuja",2026-06-01 11:09:42,NPC
Wuse,2,18000000.0,Apartment,Apartment,"Wuse 2, Abuja",2026-06-01 11:09:42,NPC
Mabushi,1,2000000.0,Apartment,Self Contain,"Mabushi, Abuja",2026-06-01 11:09:42,NPC
Maitama,2,12000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:09:42,NPC
Gwarinpa,2,4000000.0,Apartment,Apartment,"64, Crescent, Gwarinpa, Abuja",2026-06-01 11:09:42,NPC
Gudu,3,6000000.0,Apartment,Apartment,"Gudu, Abuja",2026-06-01 11:09:42,NPC
Maitama,1,6000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:09:47,NPC
Life Camp,4,13000000.0,Duplex,Terraced Duplex,"Life Camp, Abuja",2026-06-01 11:09:47,NPC
Guzape,3,15000000.0,Duplex,Terraced Duplex,"Guzape Main, Guzape District, Abuja",2026-06-01 11:09:47,NPC
Guzape,5,25000000.0,Duplex,Terraced Duplex,"Guzape Main, Guzape District, Abuja",2026-06-01 11:09:47,NPC
Guzape,4,25000000.0,Duplex,Semi-Detached Duplex,"Guzape Main, Guzape District, Abuja",2026-06-01 11:09:47,NPC
Galadimawa,2,5500000.0,Apartment,Apartment,"Galadimawa, Abuja",2026-06-01 11:09:47,NPC
Mabushi,2,6000000.0,Apartment,Apartment,"Mabushi, Abuja",2026-06-01 11:09:47,NPC
Jahi,3,10000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:09:47,NPC
Kubwa,1,1600000.0,Apartment,Mini Flat,"Arab Road, Kubwa, Abuja",2026-06-01 11:09:47,NPC
Kubwa,3,4000000.0,Bungalow,Detached Bungalow,"Arab Road, Kubwa, Abuja",2026-06-01 11:09:47,NPC
Kubwa,1,2000000.0,House,House,"Chikakore, Kubwa, Abuja",2026-06-01 11:09:47,NPC
Mabushi,3,4000000.0,Apartment,Apartment,"Mabushi, Abuja",2026-06-01 11:09:47,NPC
Apo,3,10000000.0,Duplex,Semi-Detached Duplex,"Apo, Abuja",2026-06-01 11:09:47,NPC
Gwarinpa,2,4500000.0,Apartment,Apartment,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:09:47,NPC
Maitama,3,40000000.0,Apartment,Apartment,"Maitama Main, Maitama District, Abuja",2026-06-01 11:09:47,NPC
Jahi,3,10000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:09:47,NPC
Wuse,3,25000000.0,Duplex,Terraced Duplex,"Zone 2, Wuse, Abuja",2026-06-01 11:09:47,NPC
Guzape,5,25000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:09:47,NPC
Guzape,5,30000000.0,Duplex,Semi-Detached Duplex,"Guzape District, Abuja",2026-06-01 11:09:47,NPC
Garki,2,6000000.0,Apartment,Apartment,"Garki, Abuja",2026-06-01 11:09:47,NPC
Guzape,5,25000000.0,Duplex,Semi-Detached Duplex,"Guzape District, Abuja",2026-06-01 11:09:55,NPC
Katampe,3,11000000.0,Apartment,Apartment,"Katampe (Main), Katampe, Abuja",2026-06-01 11:09:55,NPC
Lugbe,2,4500000.0,Apartment,Apartment,"Nut Axis, Lugbe District, Abuja",2026-06-01 11:09:55,NPC
Apo,2,5000000.0,Bungalow,Semi-detached Bungalow,"Apo, Abuja",2026-06-01 11:09:55,NPC
Kaura,4,8000000.0,Duplex,Terraced Duplex,"Kaura, Abuja",2026-06-01 11:09:55,NPC
Katampe,4,18000000.0,Duplex,Terraced Duplex,"Katampe Extension, Katampe, Abuja",2026-06-01 11:09:55,NPC
Kaura,3,5000000.0,Apartment,Apartment,"Kaura, Abuja",2026-06-01 11:09:55,NPC
Guzape,5,25000000.0,Duplex,Semi-Detached Duplex,"Guzape District, Abuja",2026-06-01 11:09:55,NPC
Jahi,3,8000000.0,Apartment,Apartment,"Jahi, Abuja",2026-06-01 11:09:55,NPC
Guzape,5,25000000.0,House,House,"Guzape District, Abuja",2026-06-01 11:09:55,NPC
Utako,7,60000000.0,Duplex,Detached Duplex,"By Arab, Utako, Abuja",2026-06-01 11:09:55,NPC
Karmo,3,4500000.0,Apartment,Apartment,"By Nizamiye Hospital, Karmo, Abuja",2026-06-01 11:09:55,NPC
Mabushi,3,4000000.0,Apartment,Apartment,"Mabushi, Abuja",2026-06-01 11:09:55,NPC
